Time,M_base,M_50,M_100,M_150,M_200,Y_base,Y_50,Y_100,Y_150,Y_200
170.0,96.22757741738236,83.53515287996693,106.76341211455038,123.40602789553897,136.76409030585188,95.48199766963536,82.97306824351004,105.94780721190757,122.56551794269548,135.93007411219565
175.0,94.53208281864455,82.56477512302429,106.14272120852237,123.00213897556425,136.41200217860703,93.51935257517975,81.83203476017562,105.0638844720912,121.89938687722557,135.29850840295418
180.0,91.70557105030774,80.91527648473063,104.69647856708396,121.61126885826475,134.98934979080113,89.95659501170866,79.5708658865145,102.88670742029196,119.76850277971893,133.10586781049145
185.0,91.50107194832728,80.61453155508974,104.66725603204746,121.6168288032468,134.95297494746464,89.95750290044778,80.1235719681249,103.63386268546971,120.52698219559068,133.81914468064804
190.0,91.63096836931925,80.57351636488188,104.56424681903533,121.46880461026502,134.77731752047768,90.81775234119883,81.32920732447432,104.80209287255262,121.61466290547637,134.91678182257303
195.0,91.59109685404769,80.47023644892802,104.57669638216997,121.568331878772,134.99568946439624,91.98176211195441,82.55638622645893,106.08859799814552,123.03679146352472,136.48032325243815
200.0,92.16800059665077,80.69464798620838,104.67709070781245,121.65938267651391,135.18448390892655,94.86260614238998,84.97212363265518,108.52630302910595,125.381270449494,138.93903927485047
205.0,92.38980144239528,80.54329875945437,104.37552346244836,121.33619174565774,134.9135569365644,94.74622540922205,84.47753753308177,107.81439431994966,124.65113265576807,138.18075236015633
210.0,92.85378038872834,80.51022707028845,104.07691299993405,120.93558976655596,134.51757463578687,94.92735786987812,84.22549869259922,107.32714061198955,123.97870381920892,137.4326092044373
215.0,93.1653277682183,80.4662868732817,103.64544559102717,120.32907947576409,133.82444356213242,94.9897930860954,83.90971891235404,106.74603490542923,123.22750285073917,136.57501889827927
220.0,94.2496490883414,80.88240146588991,103.4372202744406,119.72473307233749,132.82127936695275,95.73933296371315,83.94487688006288,106.41841602705989,122.66686439095577,135.5435113435617
225.0,95.30180520639955,80.99327321938976,102.79191852699819,118.54083444419358,131.40715853813086,96.40232492700792,84.11674984468695,106.04942948535651,121.84987494807122,134.65590548713482
230.0,97.09024572751254,81.56003481075834,102.52668857092414,117.61265375088888,129.9164418261325,98.33110536057688,84.80883654732096,106.02205378534322,121.24014408877856,133.42307288924948
235.0,97.71187366521008,81.79201592069745,102.48578837911748,117.52112643690367,129.59388242773923,97.71467946477422,83.83502134217143,105.09743984610628,120.23978572978875,132.275687057297
240.0,99.96236369573671,83.01724303735166,103.49011118521234,118.67831500853546,130.7705409408518,98.55887020629288,83.25118461645108,104.90648303772782,120.21344603833738,132.3883286157897
245.0,103.05993477510329,84.40682761838232,104.54220818903747,119.54332016093421,131.5374520819706,98.34206792712847,81.4997715721539,103.58218687144041,119.16459206367932,131.42028471215463
250.0,110.45490455806161,88.37863049734236,108.74898524919114,123.81150531783486,135.69627689338165,100.82864015204585,80.92899042416305,103.65751264210569,119.9063276856421,132.86744783489468
255.0,108.34443034061736,88.30001113221121,107.90302709555678,122.60201743590774,134.3962090952806,99.34437523641071,80.87959939734314,103.24245122915394,119.2899564546752,131.97252747644248
260.0,103.67079613195754,85.17448711798367,103.8599706868134,117.56900396902755,128.41056625771478,97.087891506391,81.03135986996003,102.85388230131701,118.5013628144117,131.01950593799302
265.0,103.52802733168703,85.22498590612228,103.14215692463942,116.55943316104309,127.1039866303821,97.48086587589846,82.56342707107669,104.01502511520108,119.23351976096623,131.65410526311413
270.0,102.20048318336946,84.18201989496954,101.04638536569011,113.67660257937926,123.50183000002986,96.40802337626968,83.74844666079564,104.09972816467227,118.49833018779147,129.90985997893716
275.0,102.3496065874254,84.31166214457701,99.7578830024268,111.9249022477601,121.13095058408337,96.66256907699108,83.6746331939824,103.77493788508183,117.87415551409572,129.28367332213784
280.0,104.66304806333828,86.59536751617289,99.68699389201062,110.9276330024471,119.25990276219582,98.4942304613938,85.08560063872049,105.02120037326986,119.10174589635506,130.47959100439704
285.0,105.4797208474112,87.1206661660708,101.17413190010332,112.88770965651273,121.70187474447516,99.05546784408868,85.01756374189587,105.01285190612,119.00520140970649,130.3420889330202
290.0,105.70914966096012,87.03530298041024,102.53509753153007,114.95933878007543,124.50360623191813,99.47489636253337,84.56447019924778,104.63886171159551,118.58149534808197,129.92234419493704
295.0,105.80063058071256,86.31651688700896,102.23775364285201,114.5090067188065,124.06997355095305,100.87773668860153,85.11213444277251,105.05017068515836,118.64320647789842,129.62697134172998
300.0,104.46361244463067,84.61639702649046,100.11778187100212,112.30543498213775,121.83052814856063,101.45964911679727,84.64237096981894,104.64753202882382,118.37361281562727,129.228709381542
305.0,105.80875158695699,84.40815241420175,99.5930023321106,111.4661955570402,120.90195662938869,104.35751980263102,85.95750173931823,106.09695711007652,119.6058748699975,130.32795726131798
310.0,107.64507650177258,85.02579842571495,98.85943059987024,109.8139321420558,118.50889829961044,110.6377033993735,89.51761060527653,110.05777684187036,123.99585820383369,134.7107833479374
315.0,109.01264253543985,84.51708494427514,100.39406299221116,112.10432184407505,121.70148250981075,112.43512147249906,90.83624389437709,111.3359574406259,125.20854710444411,135.8852912828449
320.0,110.97725420938876,84.56539639125397,102.52862124415823,115.88194831081269,127.01502207692828,114.5787136458748,92.37431598324011,112.63331958423969,126.6557395287955,137.30918393279052
325.0,113.43703601882557,86.86639280657684,103.27264614558236,115.58912101684662,125.75065869000811,111.53954035112197,91.27393798034606,111.33843044689128,125.39618572529464,136.0257941835416
330.0,116.58341725689239,89.08657506604075,103.70569767270221,114.60206349699956,123.55645301289258,106.22398307781788,88.22939897628562,108.19062132772922,122.39863591683182,133.06258237068246
335.0,117.71361192928637,89.78049751886249,105.70365798935609,117.6340599390273,127.13079536430247,106.28299118833917,89.72809691177687,109.38501473983632,123.7431417284083,134.63268489697325
340.0,120.3246567634411,91.36572746204595,109.23062271337382,123.00800901507321,133.7614479813906,106.21896169450022,91.52003330412701,110.73450652180709,124.67474646261635,135.74352325800592
345.0,120.35775237696609,91.49139672311988,108.58614507161934,121.75869183122225,132.08549399482027,107.0601981543102,92.71267269306348,111.78784845488195,125.67346744369522,136.4894846723832
